timestep,residential_building_net_load,residential_building_hp_P,commercial_building_net_load,commercial_building_hp_P,residential_building_battery_P,residential_building_battery_SOC,residential_building_thermal_storage_SOC,commercial_building_battery_P,commercial_building_battery_SOC,commercial_building_thermal_storage_SOC,supply_factor,feed_in_factor
2015-08-06 08:45:00,3.242184525980773,0.0,2.4126441111253873,0.0,0.0,0.0,0.830758368627747,0.0,0.0,0.9105578263194204,40.519999999999996,6.75
2015-08-06 09:00:00,4.319329402596403,0.0,3.2169027913391623,0.0,0.0,0.0,0.8239421817700384,-0.15835314989089966,0.0013196095824241638,0.906872765168097,39.879999999999995,6.11
2015-08-06 09:15:00,5.65251773789381,0.0,4.223794093077447,0.0,0.0,0.0,0.8172676160405117,-1.1683300137519836,0.01105569303035736,0.9032641392341602,39.879999999999995,6.11
2015-08-06 09:30:00,6.197039317493872,0.0,4.6519853476449216,0.0,0.0,0.0,0.810734669521381,-1.2334737181663513,0.021334640681743622,0.8997319474825493,39.879999999999995,6.11
2015-08-06 09:45:00,6.51379496358032,0.0,4.92605217953192,0.0,0.0,0.0,0.8043433402948856,-0.4803907871246338,0.02533789724111557,0.8962761888782184,39.879999999999995,6.11
2015-08-06 10:00:00,7.408633092525259,0.0,5.647480895603987,0.0,0.0,0.0,0.7980936264432921,-1.0548734664916992,0.03412850946187973,0.8928968623861351,38.67999999999999,4.91
2015-08-06 10:15:00,7.915699466988331,0.0,6.083880794194705,0.0,0.0,0.0,0.7918526622533822,-0.8654701709747314,0.04134076088666916,0.8895222583077352,38.67999999999999,4.91
2015-08-06 10:30:00,8.426788223538832,0.0,6.518997438990314,0.0,0.0,0.0,0.785620447606671,-1.8113332986831665,0.05643520504236221,0.8861523765790694,38.67999999999999,4.91
2015-08-06 10:45:00,8.945426497358321,0.0,6.945676144197765,0.0,0.0,0.0,0.779396982384675,-4.703380465507507,0.09563004225492477,0.8827872171361891,38.67999999999999,4.91
2015-08-06 11:00:00,9.212632465219308,0.0,7.161980520296794,0.0,-1.95281982421875,0.012205123901367188,0.7731822664689126,-5.95309853553772,0.1452391967177391,0.8794267799151465,38.16,4.39
2015-08-06 11:15:00,8.6351873917483,0.0,6.72389654118689,0.0,-0.49988389015197754,0.015329398214817047,0.7670167365482324,-6.915412545204163,0.20286763459444046,0.8760928892278569,38.16,4.39
2015-08-06 11:30:00,8.871157260748449,0.0,6.880773734590594,0.0,-1.0426247119903564,0.021845802664756775,0.7609003919565743,-7.22525417804718,0.26307808607816696,0.872785544714836,38.16,4.39
2015-08-06 11:45:00,9.246222388959243,0.0,7.131072380668714,0.0,2.413949966430664,0.0067586153745651245,0.7548332320278869,-6.808077692985535,0.3198120668530464,0.8695047460166044,38.16,4.39
2015-08-06 12:00:00,9.991246207347627,0.0,7.654240072991091,0.0,1.08137845993042,0.0,0.7488152560961279,-5.8407774567604065,0.3684852123260498,0.8662504927736874,37.16,3.39
2015-08-06 12:15:00,10.773620665423039,0.0,8.204920781200352,0.0,0.0,0.0,0.7430833076524767,-4.313439130783081,0.4044305384159088,0.8631506131138065,37.16,3.39
2015-08-06 12:30:00,10.332354011911034,0.0,7.837670680955144,0.0,0.0,0.0,0.7376373828236445,-3.756045699119568,0.4357309192419052,0.8602051049464862,37.16,3.39
2015-08-06 12:45:00,10.173588459063613,0.0,7.683296425243444,0.0,0.0,0.0,0.7324774777363949,-4.146873950958252,0.4702882021665573,0.8574139661812789,37.16,3.39
2015-08-06 13:00:00,3.967306290541863,0.0,2.9961847173385525,0.0,0.0,0.0,0.7276035885175439,-1.9021815061569214,0.486139714717865,0.8547771947277658,34.980000000000004,1.21
2015-08-06 13:15:00,0.6426770741518064,0.0,0.4758127369470372,0.0,0.0,0.0,0.7227788671367472,-3.20201575756073,0.5128231793642044,0.8521669600083651,34.980000000000004,1.21
2015-08-06 13:30:00,2.039541650396488,0.0,1.5048611096581737,0.0,0.0,0.0,0.7180033129281901,-5.82316517829895,0.561349555850029,0.8495832616637253,34.980000000000004,1.21
2015-08-06 13:45:00,-3.658374528051616,4.773427566656255,0.8026945953290144,0.0,-0.3776240348815918,0.0023601502180099487,0.9999902770384708,-7.665335834026337,0.6252273544669151,0.8470260993344995,34.980000000000004,1.21
2015-08-06 14:00:00,4.035452923258144,0.0,2.9919944648899777,0.0,-6.318312883377075,0.04184960573911667,0.9953091726003465,-9.9334716796875,0.7080062851309776,0.8444954726613458,34.97,1.2
2015-08-06 14:15:00,5.7683267739182424,0.0,4.29634983032652,0.0,-9.567819833755493,0.1016484797000885,0.9907523303175458,-10.624644756317139,0.7965449914336205,0.8420319122686709,34.97,1.2
2015-08-06 14:30:00,7.362562209250924,0.0,5.499526408522598,0.0,-10.00678300857544,0.164190873503685,0.9863197485073523,-10.825928449630737,0.8867610618472099,0.8396354172482854,34.97,1.2
2015-08-06 14:45:00,6.3228332750291045,0.0,4.728729738105424,0.0,-9.729645252227783,0.22500115633010864,0.9820114254870718,-10.599808394908905,0.9750927984714508,0.8373059866920123,34.97,1.2
2015-08-06 15:00:00,6.095177816885018,0.0,4.572588198362676,0.0,-9.618995189666748,0.2851198762655258,0.9778273595740331,-2.9888641834259033,1.0,0.8350436196916872,34.68,0.91
2015-08-06 15:15:00,6.04453118907495,0.0,4.559803296436592,0.0,-9.913489818572998,0.34707918763160706,0.9734584963438592,-0.0,1.0,0.8326815147522132,34.68,0.91
2015-08-06 15:30:00,2.964946155262871,0.0,2.2908145987706656,0.0,-10.974947214126587,0.4156726077198982,0.9689048382990135,-0.0,1.0,0.8302196732242083,34.68,0.91
2015-08-06 15:45:00,2.278798670783501,0.0,1.8353040606834279,0.0,-10.38561463356018,0.48058269917964935,0.9641663879419259,-0.0,1.0,0.8276580964582722,34.68,0.91
2015-08-06 16:00:00,3.0220720234464347,0.0,2.467059153504061,0.0,-10.399119853973389,0.545577198266983,0.9592431477749923,-0.0,1.0,0.8249967858049861,34.980000000000004,1.21
2015-08-06 16:15:00,1.8839661343565175,0.0,1.6971798279791832,0.0,-10.560011863708496,0.6115772724151611,0.9541149018969101,-0.0,1.0,0.8222248304269822,34.980000000000004,1.21
2015-08-06 16:30:00,1.1754690275762443,0.0,1.252507104801628,0.0,-9.400182962417603,0.6703284159302711,0.9487816530837982,-0.0,1.0,0.8193422318225744,34.980000000000004,1.21
2015-08-06 16:45:00,0.01629446692163472,0.0,0.46742630362033355,0.0,-9.132997989654541,0.727409653365612,0.9432434041117385,-0.0,1.0,0.8163489914900566,34.980000000000004,1.21
2015-08-06 17:00:00,-0.06356831576115174,0.0,0.4844293485718936,0.0,-7.974790334701538,0.7772520929574966,0.9375001577567742,-0.0,1.0,0.8132451109277018,37.29,3.52
2015-08-06 17:15:00,-0.7715172981476257,0.0,0.01816774386257597,0.0,-6.239026784896851,0.816246010363102,0.9318032026690282,-0.0,1.0,0.8101662145409052,37.29,3.52
2015-08-06 17:30:00,-0.8413683631420422,0.0,0.010279553653038342,0.0,-6.381624937057495,0.8561311662197113,0.9261525382216392,-0.0,1.0,0.8071123019913394,37.29,3.52
2015-08-06 17:45:00,-1.189502689540697,0.0,-0.2312211292345625,0.0,-5.12934684753418,0.8881895840167999,0.920548163787755,-0.0,1.0,0.8040833729406814,37.29,3.52
2015-08-06 18:00:00,-1.35160703511462,0.0,-0.35679938987304505,0.0,1.0272908210754395,0.8817690163850784,0.9149900787405315,0.4198211431503296,0.9965014904737473,0.8010794270506133,44.540000000000006,6.2
2015-08-06 18:15:00,-1.33480694767016,0.0,-0.36299937927106,0.0,0.24303674697875977,0.8802500367164612,0.9093569720311461,1.0292816162109375,0.9879241436719894,0.7980349908552354,44.540000000000006,6.2
2015-08-06 18:30:00,-1.31120682483152,0.0,-0.366999372431075,0.0,1.343393325805664,0.8718538284301758,0.9036488446755175,1.7021584510803223,0.9737394899129868,0.7949500649028542,44.540000000000006,6.2
2015-08-06 18:45:00,-1.28720669991087,0.0,-0.36539937516707,0.0,5.697050094604492,0.8362472653388977,0.8978656976895499,2.4573558568954468,0.953261524438858,0.7918246497417686,44.540000000000006,6.2
2015-08-06 19:00:00,-1.2700066103844099,0.0,-0.35859938679505,0.0,5.6667399406433105,0.800830140709877,0.8920075320891344,1.906818151473999,0.9373713731765747,0.7886587459202696,45.599999999999994,7.26
2015-08-06 19:15:00,-1.25640653959604,0.0,-0.34959940218502,0.0,5.791974067687988,0.7646303027868271,0.8860916789504318,2.302905321121216,0.9181804955005646,0.7854617072905824,45.599999999999994,7.26
2015-08-06 19:30:00,-1.24360647297169,0.0,-0.340599417574995,0.0,7.507190704345703,0.7177103608846664,0.8801181390546277,2.6026833057403564,0.8964914679527283,0.7822335342743237,45.599999999999994,7.26
2015-08-06 19:45:00,-1.2280063917732702,0.0,-0.333799429202975,0.0,7.729182243347168,0.6694029718637466,0.8740869131828964,3.088783621788025,0.8707516044378281,0.7789742272931053,45.599999999999994,7.26
2015-08-06 20:00:00,-1.20480627101664,0.0,-0.32899943741096005,0.0,8.88517141342163,0.6138706505298615,0.8679980021164029,4.056996703147888,0.8369432985782623,0.7756837867685329,46.019999999999996,7.68
2015-08-06 20:15:00,-1.17320610653778,0.0,-0.32519944390895,0.0,8.142948150634766,0.5629772245883942,0.8621344642876037,4.39261257648468,0.8003381937742233,0.7725149837532397,46.019999999999996,7.68
2015-08-06 20:30:00,-1.1304058837626199,0.0,-0.32159945006494,0.0,8.855562210083008,0.5076299607753754,0.8564962966445694,5.70073127746582,0.7528320997953415,0.7694678166000513,41.45,7.68
2015-08-06 20:45:00,-1.07640560269116,0.0,-0.31759945690493,0.0,9.829461574554443,0.4461958259344101,0.8510834961354123,6.07211709022522,0.7022311240434647,0.7665422836618153,41.45,7.68
2015-08-06 21:00:00,-1.0088052508313299,0.0,-0.312799465112915,0.0,10.792596340179443,0.3787420988082886,0.8458960597082859,7.175003886222839,0.6424394249916077,0.7637383832914018,41.489999999999995,7.72
2015-08-06 21:15:00,-0.9320048510852501,0.0,-0.306599475714895,0.0,11.723887920379639,0.30546779930591583,0.8412401487097331,9.19372022151947,0.5658250898122787,0.7612213555446573,41.489999999999995,7.72
2015-08-06 21:30:00,-0.8496044221910201,0.0,-0.298999488710875,0.0,10.432143211364746,0.24026690423488617,0.8371157559420138,7.548794746398926,0.502918466925621,0.7589911965368483,41.489999999999995,7.72
2015-08-06 21:45:00,-0.76560398496874,0.0,-0.302599482554885,0.0,10.931484699249268,0.17194512486457825,0.8335228742074852,8.260307908058167,0.434082567691803,0.7570479023832942,41.489999999999995,7.72
2015-08-06 22:00:00,-0.7124037080612999,0.0,-0.30899947161090496,0.0,13.631429672241211,0.08674868941307068,0.8304614963086021,8.988629579544067,0.3591773211956024,0.7553914691993666,40.959999999999994,7.19
2015-08-06 22:15:00,-0.6736035061062501,0.0,-0.31519946100892,0.0,13.879790306091309,0.0,0.827850741433259,9.701077938079834,0.27833500504493713,0.7539782443487663,40.959999999999994,7.19
2015-08-06 22:30:00,-0.64000333121734,0.0,-0.31839945553693,0.0,0.0,0.0,0.8256906034792686,10.293302536010742,0.19255748391151428,0.7528082245380467,40.959999999999994,7.19
2015-08-06 22:45:00,-0.60760316257446,0.0,-0.315999459640925,0.0,0.0,0.0,0.823981076344527,9.626462459564209,0.11233696341514587,0.7518814064738066,40.959999999999994,7.19
2015-08-06 23:00:00,-0.56920296270142,0.0,-0.30939947092690495,0.0,0.0,0.0,0.8227221539270128,11.659283638000488,0.015176266431808472,0.7511977868626888,39.31,5.54
2015-08-06 23:15:00,-0.52880275241833,0.0,-0.30059948597488,0.0,0.0,0.0,0.821641123125753,1.8211519718170166,0.0,0.7506105110959843,39.31,5.54
2015-08-06 23:30:00,-0.48920254629925,0.0,-0.29159950136485496,0.0,0.0,0.0,0.8207379815317988,0.0,0.0,0.750119577869037,39.31,5.54
2015-08-06 23:45:00,-0.45600237349235,0.0,-0.28459951333483,0.0,0.0,0.0,0.8200127267362335,0.0,0.0,0.7497249858772081,35.269999999999996,5.54
